year,make,model,series,pass
2013,Cadillac,XTS Limousine,15
2020,Lamborghini,Sián Roadster,15
2022,CUPRA,UrbanRebel Racing Concept,15
2010,Renault,Clio R.S.,16
2010,Renault,Megane RS 250,16
2016,Renault,Clio R.S. 16 Concept,16
2020,MG,#20 MG6 XPower,16
2021,MG,MG6 XPower,16
1965,Toyota,Sports 800,17
1992,Mitsubishi,Galant VR-4,17
1995,Toyota,MR2 GT,17
2009,Pagani,Zonda Cinque Roadster 'Oreo Edition',17
2023,Nissan,Z,17
1980,Subaru,BRAT GL,18
1985,Nissan,Safari Turbo,18
1986,Audi,#2 Audi Sport quattro S1,18
2015,Honda,Ridgeline Baja Trophy Truck,18
2016,Hoonigan,GYMKHANA 9 Ford Focus RS RX,18
2021,Polaris,RZR Pro XP Ultimate,18
2021,SIERRA Cars,700R,18
1973,Hoonigan,Volkswagen Baja Beetle Class 5/1600 'Scumbug’,DLC2
1986,Audi,#2 Audi Sport Quattro S1,DLC2
2001,Ford,#4 Ford Focus RS,DLC2
2019,Casey Currie Motorsports,#4402 Ultra 4 'Trophy Jeep’,DLC2
2019,Jimco,#240 Fastball Racing Spec Trophy Truck,DLC2
2020,Jimco #179 Hammerhead Class 1,DLC2
2021,Alumicraft,#122 Class 1 Buggy,DLC2
2021,Polaris,RZR Pro XP Factory Racing Limited Edition,DLC2
2021,RJ Anderson,#37 Polaris RZR Pro 4 Truck,DLC2
2022,Alumicraft,#6165 Trick Truck,DLC2
2022,Ford,F-150 Lightning Platinum,DLC2
2020,Lamborghini,Huracán STO,20
2019,Porsche,#70 Porsche Motorsport 935,20
2021,Audi,RS 6 Avant,20
2021,Porsche,Mission R,20
